1	fulano, quero mandar de volta e cancelar a compra,não gostei desse notebook prefiro muito mais um dell. depois dessa hp nunca mais
1	fulano, eu gosto de notebook da marca dell. sites: o próprio site da dell, americanas, magazine luiza
1	volta pra mim notebook da dell, seu lindo, sinto falta de apertar suas teclas
1	tinha um notebook dell com falantes e era um show. troquei por um hp com fones
1	vou te trocar,notebook . foi muito bom esses 5 anos que passamos juntos, te amo, mas não da pra ser assim
1	fulano, acredite, a dell é uma das poucas marcas de notebook que ainda prestam. tinha um notebook da hp que o sensor wi fi derretia
1	esse notebook da dell tem uma tela linda, mas dá problema toda hora em driver de vídeo e é o que eu mais uso
1	fulano, compraria fácil um celular da dell, depois do notebook que comprei, amei
1	fulano boa edição! mas a minha escolha para o notebook seria a da dell
1	isso sim é um notebook . mas poderia ser mais fino e leve
1	notebook latitude dell teve hd substituido e formatado com sucesso windows 7 64bit. um cliente satisfeito
1	eu olho pro meu notebook agora e me amaldiçôo por não ter comprado um asus, acer ou um dell
1	venho por meio desse tweet que o notebook da fulano é o melhor
1	notebook da positivo é péssimo,credo! melhor notebook é dell
1	finalmente comprei um novo notebook . dell i7, segunda-feira ele vai ser meu!
1	acabei de ganhar um presentão do fulano um notebook novinho e bem top da dell
1	quando eu for comprar um notebook me lembrem de comprar o da dell. garantia em domicílio
1	chegou!!! #alegriadecriança #dell #latitude3450 #pc #notebook #ggwp #happy
1	não se transforma fusca em ferrari, assim como não se transforma notebook positivo em notebook dell
1	meu notebook deu um probleminha, e assim que liguei no suporte dell, fui atendida logo, o técnico que me atendeu foi super legal
1	cegonha trouxe meu bebê ou seja a dell entregou meu notebook novo estou chorando
1	vim aqui, pois tenho uma ótima notícia para vocês: teclado do notebook está arrumado. obrigado aos serviços da dell, empresa show
1	logo um precioso notebook dell lindíssimo chega aqui em casa tô muito feliz
1	fulano  #yovoyacomputron esta linda notebook dell
1	apaixonada pelo meu notebook ? #dell #notebook #infostoreba #infostorecomputadores fulano
1	notebook muito bom. obrigado dell! pena que minha mesa quase não é o suficiente pra ter uma tv,um ps3,um ps4 e o notebook !
1	notebook bom era o meu da dell so deu problema porque queimou por causa de um blackout
1	quem lembra daquele dell adamo xps? era um notebook com só 9 mm de espessura. era meio bizarro mas achava lindo
1	esse notebook da dell é quase tão fino quanto o meu chromebook :o
1	tem dois dell inspiron que são os que n são bosta,mas o resto tem tipo 1 hp muito lixo e dois positivo
1	comprei um notebook da fulano em 2009 e nunca deu problema,além disso está rodando o windows 10 sem nenhuma dificuldade. parabéns!
1	meu notebook voltou apos a atualização sem som... ai tive que baixar o driver mais atual no site da fulano e rezei... deu certo! #windows10
1	o próximo notebook que entrar na minha vida vai ser um dell
1	apesar de não ganhar comissão da dell, estou indicando esse notebook já com windows 10 essa semana, achei um bom
1	dessa vez,o notebook dell passou pelos testes bianca de qualidade
1	quero um notebook da dell quero o vermelho
1	o atendimento pós-venda da dell não é elogiado à toa. ambas as atendentes fizeram jus ao motivo da escolha do notebook que minha mãe adquiriu
1	estava pensando em comprar notebook da lenovo (fulano mas os da dell (fulano são incríveis principalmente a edição especial
1	meu próximo notebook , porquep
1	recomendação de notebook para uso intermediário: notebook dell inspiron i14-3443-b40 link de compra pelo
1	meu filho nao morreu, senhor amado foram 900 conto economizados nesse mes de julho, obrigada dell por nao fazer um notebook tao porcaria
1	aff preciso muito de um notebook dell ajuda nois aí
1	agora que meu notebook ,pediu carga,6h na bateria dell sua linda
1	fulano eu tenho um dell que está funcionando há 7 anos. ainda está firme e forte, mas virou notebook secundário
1	fulano meu primeiro pc na verdade é um notebook dell inspiron com intel core i5. #amoraprimeiravista #nuncavouesquecer
1	fulano fulano bom ponto, mas já tive problema com notebook então quero uma marca confiável, e das atuais só gosto da dell
1	comprei meu notebook da dell pelo site da fulano, deve chegar semana que vem. comprei dell por confiança na marca
1	como uma ferrari, ultrabook dell xps 13 tem potência e preço alto: o dell xps 13 não é um notebook para qualquer um
1	meu notebook tá todo fodido. tenho é que começar a trabalhar logo pra comprar outro e um outro celular também. quero outro dell
1	notebook da dell é muito bom ???
1	a propósito,vi um notebook lindo hoje,da dell,era quadradão do jeito que eu gosto asoidhjasiofd
1	obrigado michael da dell pela atenção migo mas meu notebook voltou a estar bem
1	fulano, samsung, sony e dell são as melhores pra notebook
1	finalmente meu notebook novo chegou!
1	notebook natinha - o segundo! dell é vida
1	desliguei o outro notebook só pra usar o dell e nossa, que silencio huahuahuahua
1	tive dell por 3 anos e meio e foi um notebook muito bom, esse asus agora tá me parecendo tão bom quanto
1	a melhor coisa do notebook da dell é o teclado iluminado,era um sacrifício digitar no escurto
1	pessoal, quem precisar de um notebook pode ir nesse que vale muito a pena: dell core i7 com 16gb de memória
1	enfim, a formatação do notebook ficou perfeita. o desempenho está 100% do vostro 3560. parabéns a fulano por deixar os drivers atualizados
1	boa noite,pessoal! meu notebook chegou, fiquei até surpreso com a rapidez que montaram e mandaram. parabéns, dell
1	nunca, jamais,em hipótese nenhuma troque um notebook dell por um fulano #fizbesteira
1	design é pouco pro xps 13. que notebook lindo
1	notebook dell... agilidade e ótima performance para realizar as mais variadas tarefas
1	vi um notebook perfeito ontem na saraiva, dell,i7 5ª geração, tela touch, 8g, teclado retroiluminado e virava mesa digitalizadora?
1	próximo sonho de consumo: notebook dell inspiron 7000. pirei nesse negócio
1	fulano a letra é feia, mas pelo menos tem o notebook da dell
1	alguém me dá um notebook dell, tô apaixonado por esse teclado molinho e gostoso de digitar, ai tô apaixonado mesmo
1	saudades de quando eu tinha um notebook da dell
1	cara meu notebook tá um lixo, preciso de um dell inspiron já!
1	a loja dell deu um notebook novo, de última geração (de uma linha bem melhor do que ela vai comprado), pra minha tia
1	só compro notebook da dell agora,sem comparações
1	apaixonado com meu novo notebook da dell... depois de séculos usando um netbook... e nem tenho coragem de me desfazer do pequenino
1	vejam só: entrou para manutenção um notebook dell, que por sinal excelente qualidade. após diagnostico com nossa
1	nossa esse notebook novo da dell que minha tia comprou é ótimo, principalmente o teclado pra digitar
1	só desabafando, preciso de um notebook novo urgentemente de preferencia um dell pois o hp que eu tenho já morreu?
1	fulano além disso a garantia da dell é excelente. meu último notebook deu problema no hd e eles foram trocar na minha casa
1	sem falar que o notebook da dell é maravilhoso. parabéns você que dá 5 mil em um só por causa de uma maçã
1	demolidor me fez pensar em como estou comprando as coisas bacanas. tv e celular da samsung,como no seriado. notebook da dell
1	melhor coisa do notebook novo que a dell me mandou foi que o auto falante é tipo, muito alto!
1	quero e preciso me comprar um notebook . e quero da dell!
1	fulano notebook do sheldon é dell. melhor argumento não há?
1	sobre meu notebook ,a dell viu que tem algo estranho e vai mandar alguém vim arrumar. yay
1	se me permitissem escolher o novo macbook e o dell xps 13,eu escolheria fácil o modelo da dell. é muito mais notebook
1	e aqui em casa mesmo fez a troca por uma placa novinha. e tenho meu notebook inteirinho,intacto e normal novamente? entao,valeu fulano
1	notebook tem que ser dell mesmo né mano não tem jeito
1	fulano sério,um notebook top da dell que é ótimo pra edição de vídeo é metade do preço. e tudo bem que vai ter que trabalhar com adobe
1	eu queria tanto um notebook da dell ou hp
1	não vejo a hora de chegar meu notebook foda da dell
1	meu pc de casa faleceu. depois de tanta pesquisa comprei um notebook dell ? obrigada a todos pela indicação
1	depois da dell,qual a melhor marca de notebook ?
1	e é por isso que meu proximo notebook vai ser um dell: porque ó… sem chances
1	foi amor a primeira vista
1	o melhor desse notebook dell é que liga e desliga tao rápido
1	notebook da dell do meu pai nem trava e rápido pra caralho
1	finalmente com meu notebook funcionando novamente! - o bom da dell (quando merece eu falo) é que todo os serviços
1	vai toma no cu notebook da dell é muito bom
1	meu pai me deu um notebook dell tão lindo que eu tô até chorando sangue
1	fulano em 6 dias úteis o técnico veio em casa e realizou o reparo no meu notebook . parabéns,dell!
1	chego uns notebook da dell aqui na loja que me deixa de boca aberta de tão bons que são
1	notebook da dell,muito bom para quem gosta de jogar e/ou fazer edições gráficas. resolvi compartilhar com vocês
1	notebook da dell é tão bão,mas dá tanta atualização
1	ebaaa ganhei um notebook novo da dell??
1	e o mais engraçado,a concorrente da fulano fulano a empresa dell tem a venda baterias pra notebook no site,fácil assim. é vergonha
1	preciso de um notebook da dell nao aguento mais essa porra da samsung
1	reconhecimento público: o atendimento da dell e sua prestadora aqui foi excelente,em menos de 3 dias consertaram a tela do meu notebook
1	ainda prefiro pagar quase 3 mil reais,num notebook de ultima geração da dell, na moral
1	meu amor responde pelo nome de notebook dell ?
1	a dell cobre o notebook molhado e a samsung não gente que mundo é esse eu tenho que ler as coisa antes de comprar (((e de molhar
1	eu to deitando em posição fetal e pensando "porque n comprei notebook da dell?"
1	creiam,após dois anos com um notebook dell (que mesmo sendo de entrada eu amo),graças ao analista de sistema
1	quero comprar um notebook ,só que um notebook muito bom,vou comprar aquele dell de 3500 e foda-se
1	amanhã o técnico da dell vem arrumar o notebook
1	parabéns para dell por ter feito um notebook que é tão fácil e prático de se fazer uma manutenção
1	tá mais barato (e fácil) comprar notebook no próprio site da dell do que em lojas online como a submarino e cia
1	o meu notebook é o mais lindo #maleficent #dell
1	comprei um notebook dell faz mais ou menos um mês,e tô me perguntando porque não comprei essa maravilha antes
1	amo meu notebook #dell #corei7 ????
1	fulano tenho um notebook dell há 3 anos sem formatar é boa marca e qualidade,mas já fiz muita besteira nele
1	vontade de esganar meu pai por ter comprado notebook samsung quando eu mesma tinha falo que um dell era melhor
1	meu deu que coisa linda esse notebook da dell. já quero
1	eu já tinha decidido não comprar um notebook aí a dell vai e anuncia esse mais fino que o mackbook air
1	nunca pensei que acharia um notebook da dell tão legal
1	nesse exato momento o que eu quero é meu notebook da dell de novo,msm sendo velhinho é melhor que o meu da lenovo
1	muito legal esses travesseiros de notebook da dell
1	acho que vale muito a pena ultrapassar um pouco meu orçamento por um notebook que seja dell e,especialmente,com processador i5
1	estou paquerando um notebook maravilhoso da dell que comprarei em breve
1	fulano fulano muito. notebook eu gosto da dell,samsung e hp
1	fulano,tô nem usando quase ( dia de semana só uso o note,tô com um dell i5 teclado iluminado um tesão) e tô na busca do carro ahahah
1	tava lembrando aqui que meu notebook ja ta pra completar 3 anos,com um total de 0 defeitos até então... dell é foda viu
1	que lindo note
1	eu me lembro de ter visto um dell pra ela,na época. dell é tão amor,quando for comprar meu notebook vou querer um com certeza
1	preciso mesmo é um notebook dell,esse comprarei
1	fulano cara,meus 5 anos com o notebook da dell,nada a reclamar... dessa vez não é problema na dell,vi gente reclamando msm com placa antiga
1	dell me surpreendeu no suporte,tô com meu notebook funcionando já. que belezura
1	meu notebook novo até que é amorzinho,mas como desapegar do antigo? #quemtemnãotroca #dell
1	mas meu notebook começando a ser frango nos traves da vida e olha que é dell a marca maravilha que todo o ser vivente me indicou e eu comprei
1	muito satisfeito com o notebook da dell aqui,é demais! fulano
1	eu achava que a placa de video do meu notebook era super bosta,mas é dell e roda muita coisa nele
1	fulano dell é top,ponta firme em qualquer problema que você tiver,tem uma assistência eficiente e rápida,acho uma ótima marca! notebook top
1	mas eu to surpreso. esse notebook da dell tinha um monte de problema com driver no windows 8. parece que agora posso atualizar eles sem medo
1	meu notebook resolveu ligar depois de 2 anos. dell te amo
1	é muito bom ter notebook novo,dell 2 em 1,muito massa
1	dell é dell.... sistema de ventilação duplo em notebook ultrabook dell... show... #dell
1	patrão vai me dar um notebook da dell i7 com 8 gb ram pra trabalhar
1	fulano eu tô juntando dinheiro pra comprar um desktop fodástico mesmo da dell mas por enquanto tenho que me virar com o note,mas ele
1	fulano meu irmão tem um notebook da dell é uma boa marca acho
1	rapaz notebook da sony nao dá,pega um da dell que seus problemas acabam
1	ai sua mãe interrompe a atualização do notebook e ele não liga mais obg #dell #dellbrasil pela atenção,obg cara que me atendeu. salvaram meu dia!
1	sdds notebook dell (sempre achei os lenovo com cara de coisa vagabunda e os técnicozões falaram que era de boa,vai tranquila). cu
1	dell melhor empresa,nao deu uma semana os loco vieram na baia trocar o lcd do note,sem custo
