-1	notebook da dell é um lixo
-1	fulano, o problema é que o meu notebook que estragou era justamente da dell. não tive uma experiência boa com ela
-1	eu odeio esse notebook da dell, mano, vocês não tem noção
-1	fulano, por nada! eu tenho um notebook dell e já passei muita dor de cabeça com ele
-1	comprar memória pro notebook ? impossível! o jeito é reclamar da dell no fulano
-1	que merda de notebook esse dell de bosta
-1	estou extremamente insatisfeita com meu notebook dell novo, pois a placa wireless intel 7260 conectividade ruim dell
-1	a dell viu meu nome e me vendeu o notebook com defeito, não é possível! um i5,6gb de memória, que não rende o que uns i3 2gb rendem por aí
-1	meu notebook atual veio com antivirus mcafee. meu deus como é ruim! por que a dell trocou a norton por eles?
-1	quero comprar um notebook novo,esse aqui não dá mais,pelo amor de deus. comprar da dell foi a pior decisão que eu fiz, sério
-1	é fácil, atrás de um notebook da dell ou iphone, julgar alguém que rala o dia todo para sustentar uma família e mostrar o futebol a filha
-1	alo dell o notebook da fulano ta com problema o modelo é esse aqui
-1	notebook de 3 mil reais dar problema para conectar wi-fi
-1	acho que nessa semana o técnico da dell vem buscar o notebook e trazer o novo, ainda bem
-1	meu notebook ficou zoado desde que a dell instalou o programa de reconhecer rosto. que ódio!
-1	aguardando até agora a assistência 24h da dell. você tem seus prazos para cumprir e seu notebook parado até quando?
-1	a pessoa compra um notebook e é obrigado a comprar um mouse... porque o touchpad não vale bosta! cce >>>>>>> dell
-1	perguntar não ofende: por quê a dell vende um notebook com sistema operacional ubuntu mais caro que o mesmo notebook com windows 8.1?
-1	nas opções do laptop mag indicaram o dell xps 13. aquele notebook é horroroso em questões de design
-1	tenta voltar seu notebook da dell do windows 10 para o windows 8.1, você vai ver que bosta é isso. tela preta 5 horas
-1	nunca mais compro notebook da dell
-1	você acha que a dell tem notebook s com uma qualidade superior, você está enganado. #dell #delllixo #nãocompredell
-1	nunca pensei que seria tão difícil,configurar um notebook da dell
-1	fulano fulano eu fiz backup e clean install no notebook novo da minha mãe. já veio ruim de fábrica cheio daqueles programas da dell
-1	td o que eu queria era o meu notebook sério nunca te pedi nada dell
-1	nunca comprem notebook na loja
-1	finalmente comprei meu notebook amém senhor finalmente comprei um da samsung msm porque da dell ta caro
-1	dell é o notebook que tem estrutura mais fraca, sempre quebra
-1	fulano vem logo arrumar o meu notebook por favor
-1	to a 1 hora com a dell no telefone espero que resolva o problema do meu notebook ngm merece comprar e uma semana dps estragar
-1	seguinte: tenho um notebook dell n4030 que está dando problema,comprei uma fonte nova, ela funciona. porém, eu
-1	to iradoo!
-1	ai meu notebook é o um dell, que não tem um powerpoint, lixo
-1	dell alguém consegue me explicar por que eu não consigo nem aumentar e nem diminuir o brilho do meu notebook ? obrigado!!
-1	fulano notebook inspiron n4050 com o seguinte erro de hd - error code 2000.0142 - validation 37296 self test unsuccessful status:7. soluções?
-1	fulano ah sim... experimenta comprar um notebook dell,hp,sony... você morre louco com tanto programa acessório chato
-1	fulano vejam bem, eu não perdoo a dell por estar com um notebook estragado. imagina se eu vou perdoar vocês por estragarem a netflix
-1	entrei no chat da dell pra ver o negócio do meu notebook e sou a 10 porra !!
-1	meu notebook dell fica conectado ao carregador,mas não carrega. já é a segunda vez que isso acontece em menos de
-1	problemas com eletrônicos só aparecem depois que acaba a garantia,incrível! #dell #notebook
-1	paguei 2800 em um notebook dell que só durou um ano e meio
-1	queria poder devolver essa bomba de notebook dell e pegar um acer. me arrependo amargamente
-1	dúvida existencial: vou parar de reclamar da dell quando eles arrumarem meu notebook ?
-1	a dor de cabeça que o meu notebook dell nunca deu o meu fulano que foi muito mais caro tá dando. péssimo pós venda
-1	o praise-the-lord amazing wonderful ultra mega power notebook dell® foi pra fita em 2 semanas. nem isso,eu acho
-1	podem ter certeza: eu nunca mais vou comprar um dell. nem que seja o último notebook da face da terra
-1	você atualiza o notebook da dell para o windows 10, a tela do notebook morre, você liga para a dell e mandam você ligar para a microsoft
-1	atualizar driver do chipset e bios pra tudo funcionar!! bosta de dell!! vou comprar um notebook novo e foda-se!
-1	odeio meu notebook dell. uma bosta
-1	atualizar o notebook e ele travar de vez. só comigo ? #dell #windows8 #help
